Channel,End Date,Geo ID,Geo Name,Load Date,Product ID,Site Name,Start Date,Time Bucket,Audio Complete,Bounce,Page View,PDF Download,SessionDuration(sec),Signup Attemps,Site Visit
Direct,3/31/2021,1,India,3/21/2021,1002345,www.gov.in,3/1/2021,M9,12,418,32,11,115,9,580
Direct,3/31/2021,1,India,3/1/2021,1002345,www.gov.in,3/1/2021,M9,5,405,37,15,67,10,551
Direct,3/31/2021,1,India,3/10/2021,1002345,www.gov.in,3/1/2021,M9,14,421,25,3,94,10,580
Direct,3/31/2021,1,India,3/13/2021,1002345,www.gov.in,3/1/2021,M9,2,413,31,8,98,11,552
Direct,3/31/2021,1,India,3/22/2021,1002345,www.gov.in,3/1/2021,M9,2,405,36,11,113,11,554
Direct,3/31/2021,1,India,3/21/2021,1002345,www.gov.in,3/1/2021,M9,1,412,23,2,103,12,566
Direct,3/31/2021,1,India,3/30/2021,1002345,www.gov.in,3/1/2021,M9,9,408,26,14,60,13,578
Direct,3/31/2021,1,India,3/17/2021,1002345,www.gov.in,3/1/2021,M9,8,423,36,9,34,15,576
Direct,4/30/2021,1,India,4/18/2021,1002345,www.gov.in,4/1/2021,M8,6,414,22,14,71,1,579
Direct,4/30/2021,1,India,4/1/2021,1002345,www.gov.in,4/1/2021,M8,8,400,33,5,92,1,567
Direct,4/30/2021,1,India,4/13/2021,1002345,www.gov.in,4/1/2021,M8,10,403,21,11,81,2,571
Direct,4/30/2021,1,India,4/28/2021,1002345,www.gov.in,4/1/2021,M8,7,401,38,7,112,3,574
Direct,4/30/2021,1,India,4/19/2021,1002345,www.gov.in,4/1/2021,M8,10,419,20,3,77,5,579
Direct,4/30/2021,1,India,4/11/2021,1002345,www.gov.in,4/1/2021,M8,16,417,36,12,45,5,551
Direct,4/30/2021,1,India,4/1/2021,1002345,www.gov.in,4/1/2021,M8,12,424,37,14,63,6,571
Direct,4/30/2021,1,India,4/18/2021,1002345,www.gov.in,4/1/2021,M8,16,424,36,4,120,6,566
Direct,4/30/2021,1,India,4/14/2021,1002345,www.gov.in,4/1/2021,M8,4,416,26,15,105,7,557
Direct,4/30/2021,1,India,4/6/2021,1002345,www.gov.in,4/1/2021,M8,8,417,30,18,85,7,567
Direct,4/30/2021,1,India,4/26/2021,1002345,www.gov.in,4/1/2021,M8,12,408,37,11,108,11,574
Direct,4/30/2021,1,India,4/6/2021,1002345,www.gov.in,4/1/2021,M8,12,425,34,14,36,11,563
Direct,4/30/2021,1,India,4/4/2021,1002345,www.gov.in,4/1/2021,M8,14,415,34,16,85,11,577
Direct,4/30/2021,1,India,4/21/2021,1002345,www.gov.in,4/1/2021,M8,3,406,27,9,104,12,562
Direct,4/30/2021,1,India,4/29/2021,1002345,www.gov.in,4/1/2021,M8,4,418,27,17,111,14,578
Direct,4/30/2021,1,India,4/16/2021,1002345,www.gov.in,4/1/2021,M8,6,422,37,18,85,14,570
Direct,4/30/2021,1,India,4/25/2021,1002345,www.gov.in,4/1/2021,M8,12,425,37,3,60,14,565
Direct,4/30/2021,1,India,4/7/2021,1002345,www.gov.in,4/1/2021,M8,15,411,34,18,54,14,559
Direct,4/30/2021,1,India,4/6/2021,1002345,www.gov.in,4/1/2021,M8,3,401,36,9,109,15,578
Direct,4/30/2021,1,India,4/11/2021,1002345,www.gov.in,4/1/2021,M8,4,408,33,15,113,15,573
Direct,4/30/2021,1,India,4/10/2021,1002345,www.gov.in,4/1/2021,M8,4,412,25,16,101,15,553
Direct,5/31/2021,1,India,5/29/2021,1002345,www.gov.in,5/1/2021,M7,1,405,24,3,37,1,563
Direct,5/31/2021,1,India,5/29/2021,1002345,www.gov.in,5/1/2021,M7,6,412,38,17,78,1,556
Direct,5/31/2021,1,India,5/21/2021,1002345,www.gov.in,5/1/2021,M7,10,409,32,3,79,1,579
Direct,5/31/2021,1,India,5/25/2021,1002345,www.gov.in,5/1/2021,M7,16,404,39,12,63,1,552
Direct,5/31/2021,1,India,5/16/2021,1002345,www.gov.in,5/1/2021,M7,2,429,35,16,42,2,563
Direct,5/31/2021,1,India,5/10/2021,1002345,www.gov.in,5/1/2021,M7,6,425,21,6,40,2,553
Direct,5/31/2021,1,India,5/15/2021,1002345,www.gov.in,5/1/2021,M7,5,407,34,7,61,3,554
Direct,5/31/2021,1,India,5/5/2021,1002345,www.gov.in,5/1/2021,M7,3,405,35,10,73,5,574
Direct,5/31/2021,1,India,5/27/2021,1002345,www.gov.in,5/1/2021,M7,11,427,21,7,35,5,569
Direct,5/31/2021,1,India,5/5/2021,1002345,www.gov.in,5/1/2021,M7,16,418,37,15,103,5,561
Direct,5/31/2021,1,India,5/25/2021,1002345,www.gov.in,5/1/2021,M7,2,418,36,13,31,7,572
Direct,5/31/2021,1,India,5/1/2021,1002345,www.gov.in,5/1/2021,M7,11,402,27,16,73,7,575
Direct,5/31/2021,1,India,5/15/2021,1002345,www.gov.in,5/1/2021,M7,1,401,23,13,89,8,574
Direct,5/31/2021,1,India,5/6/2021,1002345,www.gov.in,5/1/2021,M7,11,414,35,15,48,8,568
Direct,5/31/2021,1,India,5/18/2021,1002345,www.gov.in,5/1/2021,M7,3,414,32,4,41,9,562
Direct,5/31/2021,1,India,5/22/2021,1002345,www.gov.in,5/1/2021,M7,5,410,22,17,90,9,576
Direct,5/31/2021,1,India,5/8/2021,1002345,www.gov.in,5/1/2021,M7,13,422,39,17,61,10,555
Direct,5/31/2021,1,India,5/20/2021,1002345,www.gov.in,5/1/2021,M7,7,418,40,14,78,11,556
Direct,5/31/2021,1,India,5/26/2021,1002345,www.gov.in,5/1/2021,M7,5,430,20,13,82,12,556
Direct,5/31/2021,1,India,5/28/2021,1002345,www.gov.in,5/1/2021,M7,10,423,22,3,69,12,570
Direct,5/31/2021,1,India,5/22/2021,1002345,www.gov.in,5/1/2021,M7,11,417,24,2,58,13,552
Direct,5/31/2021,1,India,5/1/2021,1002345,www.gov.in,5/1/2021,M7,3,417,25,3,111,14,576
Direct,5/31/2021,1,India,5/2/2021,1002345,www.gov.in,5/1/2021,M7,10,418,26,15,96,15,570
Direct,6/30/2021,1,India,6/1/2021,1002345,www.gov.in,6/1/2021,M6,10,413,26,15,79,1,561
Direct,6/30/2021,1,India,6/16/2021,1002345,www.gov.in,6/1/2021,M6,11,406,30,16,79,1,570
Direct,6/30/2021,1,India,6/12/2021,1002345,www.gov.in,6/1/2021,M6,14,404,22,14,103,1,557
Direct,6/30/2021,1,India,6/14/2021,1002345,www.gov.in,6/1/2021,M6,2,408,24,13,64,3,556
Direct,6/30/2021,1,India,6/24/2021,1002345,www.gov.in,6/1/2021,M6,6,415,33,2,103,3,575
Direct,6/30/2021,1,India,6/12/2021,1002345,www.gov.in,6/1/2021,M6,9,403,40,9,53,3,575
Direct,6/30/2021,1,India,6/25/2021,1002345,www.gov.in,6/1/2021,M6,1,423,26,6,67,4,578
Direct,6/30/2021,1,India,6/3/2021,1002345,www.gov.in,6/1/2021,M6,3,402,34,10,36,4,557
Direct,6/30/2021,1,India,6/15/2021,1002345,www.gov.in,6/1/2021,M6,3,428,20,1,101,5,560
Direct,6/30/2021,1,India,6/1/2021,1002345,www.gov.in,6/1/2021,M6,6,428,24,11,30,5,550
Direct,6/30/2021,1,India,6/18/2021,1002345,www.gov.in,6/1/2021,M6,3,430,31,11,68,6,561
Direct,6/30/2021,1,India,6/19/2021,1002345,www.gov.in,6/1/2021,M6,12,426,20,17,97,6,558
Direct,6/30/2021,1,India,6/8/2021,1002345,www.gov.in,6/1/2021,M6,13,428,33,16,68,6,575
Direct,6/30/2021,1,India,6/3/2021,1002345,www.gov.in,6/1/2021,M6,2,401,24,13,33,7,574
Direct,6/30/2021,1,India,6/26/2021,1002345,www.gov.in,6/1/2021,M6,9,417,36,5,110,9,577
Direct,6/30/2021,1,India,6/16/2021,1002345,www.gov.in,6/1/2021,M6,14,412,40,9,73,9,550
Direct,6/30/2021,1,India,6/4/2021,1002345,www.gov.in,6/1/2021,M6,1,416,40,11,41,10,576
Direct,6/30/2021,1,India,6/3/2021,1002345,www.gov.in,6/1/2021,M6,2,418,36,13,49,10,561
Direct,6/30/2021,1,India,6/8/2021,1002345,www.gov.in,6/1/2021,M6,8,418,38,6,44,10,557
Direct,6/30/2021,1,India,6/9/2021,1002345,www.gov.in,6/1/2021,M6,13,412,28,3,36,11,567
Direct,6/30/2021,1,India,6/19/2021,1002345,www.gov.in,6/1/2021,M6,1,404,23,6,72,14,557
Direct,6/30/2021,1,India,6/9/2021,1002345,www.gov.in,6/1/2021,M6,4,426,27,6,84,14,566
Direct,6/30/2021,1,India,6/16/2021,1002345,www.gov.in,6/1/2021,M6,4,410,37,6,70,14,550
Direct,7/31/2021,1,India,7/16/2021,1002345,www.gov.in,7/1/2021,M5,12,405,37,10,106,1,568
Direct,7/31/2021,1,India,7/8/2021,1002345,www.gov.in,7/1/2021,M5,16,420,22,18,60,1,577
Direct,7/31/2021,1,India,7/2/2021,1002345,www.gov.in,7/1/2021,M5,2,409,31,12,64,2,560
Direct,7/31/2021,1,India,7/9/2021,1002345,www.gov.in,7/1/2021,M5,16,423,26,15,104,2,562
Direct,7/31/2021,1,India,7/20/2021,1002345,www.gov.in,7/1/2021,M5,14,415,40,18,51,3,560
Direct,7/31/2021,1,India,7/7/2021,1002345,www.gov.in,7/1/2021,M5,16,408,26,17,67,3,562
Direct,7/31/2021,1,India,7/2/2021,1002345,www.gov.in,7/1/2021,M5,7,430,30,14,42,4,562
Direct,7/31/2021,1,India,7/28/2021,1002345,www.gov.in,7/1/2021,M5,13,411,28,16,65,5,559
Direct,7/31/2021,1,India,7/23/2021,1002345,www.gov.in,7/1/2021,M5,11,400,30,4,120,7,569
Direct,7/31/2021,1,India,7/26/2021,1002345,www.gov.in,7/1/2021,M5,4,404,36,9,95,9,565
Direct,7/31/2021,1,India,7/1/2021,1002345,www.gov.in,7/1/2021,M5,7,416,20,1,90,9,578
Direct,7/31/2021,1,India,7/22/2021,1002345,www.gov.in,7/1/2021,M5,11,412,38,10,84,9,574
Direct,7/31/2021,1,India,7/18/2021,1002345,www.gov.in,7/1/2021,M5,10,426,20,9,109,10,577
Direct,7/31/2021,1,India,7/12/2021,1002345,www.gov.in,7/1/2021,M5,5,419,21,5,73,11,568
Direct,7/31/2021,1,India,7/29/2021,1002345,www.gov.in,7/1/2021,M5,12,415,25,13,37,11,569
Direct,7/31/2021,1,India,7/20/2021,1002345,www.gov.in,7/1/2021,M5,3,405,33,13,115,12,560
Direct,7/31/2021,1,India,7/18/2021,1002345,www.gov.in,7/1/2021,M5,13,429,38,8,69,12,556
Direct,7/31/2021,1,India,7/6/2021,1002345,www.gov.in,7/1/2021,M5,16,403,27,12,120,14,550
Direct,7/31/2021,1,India,7/19/2021,1002345,www.gov.in,7/1/2021,M5,15,424,40,6,49,15,555
Direct,8/31/2021,1,India,8/22/2021,1002345,www.gov.in,8/1/2021,M4,9,418,22,2,43,6,554
Direct,8/31/2021,1,India,8/27/2021,1002345,www.gov.in,8/1/2021,M4,7,414,35,16,79,8,573
Direct,8/31/2021,1,India,8/15/2021,1002345,www.gov.in,8/1/2021,M4,10,425,26,13,62,8,572
Direct,8/31/2021,1,India,8/30/2021,1002345,www.gov.in,8/1/2021,M4,2,419,20,14,68,9,551
Direct,8/31/2021,1,India,8/8/2021,1002345,www.gov.in,8/1/2021,M4,7,402,35,7,119,10,577
Direct,8/31/2021,1,India,8/28/2021,1002345,www.gov.in,8/1/2021,M4,10,425,35,12,34,10,577
Direct,8/31/2021,1,India,8/14/2021,1002345,www.gov.in,8/1/2021,M4,12,400,21,4,83,10,566
Direct,8/31/2021,1,India,8/11/2021,1002345,www.gov.in,8/1/2021,M4,16,427,22,14,44,10,560
Direct,8/31/2021,1,India,8/8/2021,1002345,www.gov.in,8/1/2021,M4,1,407,37,14,120,11,576
Direct,8/31/2021,1,India,8/7/2021,1002345,www.gov.in,8/1/2021,M4,6,407,32,18,48,12,564
Direct,8/31/2021,1,India,8/18/2021,1002345,www.gov.in,8/1/2021,M4,16,409,35,18,55,13,559
Direct,8/31/2021,1,India,8/9/2021,1002345,www.gov.in,8/1/2021,M4,9,430,20,3,71,14,555
Direct,8/31/2021,1,India,8/1/2021,1002345,www.gov.in,8/1/2021,M4,6,424,38,18,97,15,570
Direct,9/30/2021,1,India,9/19/2021,1002345,www.gov.in,9/1/2021,M3,15,413,36,12,71,1,571
Direct,9/30/2021,1,India,9/4/2021,1002345,www.gov.in,9/1/2021,M3,14,402,38,1,120,4,556
Direct,9/30/2021,1,India,9/9/2021,1002345,www.gov.in,9/1/2021,M3,13,400,20,15,57,5,550
Direct,9/30/2021,1,India,9/25/2021,1002345,www.gov.in,9/1/2021,M3,8,426,36,4,34,6,553
Direct,9/30/2021,1,India,9/29/2021,1002345,www.gov.in,9/1/2021,M3,2,413,39,14,115,7,564
Direct,9/30/2021,1,India,9/26/2021,1002345,www.gov.in,9/1/2021,M3,4,415,21,12,53,8,554
Direct,9/30/2021,1,India,9/15/2021,1002345,www.gov.in,9/1/2021,M3,5,400,23,11,54,9,557
Direct,9/30/2021,1,India,9/3/2021,1002345,www.gov.in,9/1/2021,M3,12,402,25,14,59,9,554
Direct,9/30/2021,1,India,9/5/2021,1002345,www.gov.in,9/1/2021,M3,7,423,33,2,61,10,560
Direct,9/30/2021,1,India,9/11/2021,1002345,www.gov.in,9/1/2021,M3,12,417,32,8,74,11,559
Direct,9/30/2021,1,India,9/12/2021,1002345,www.gov.in,9/1/2021,M3,3,404,23,8,63,13,562
Direct,9/30/2021,1,India,9/11/2021,1002345,www.gov.in,9/1/2021,M3,8,404,26,2,48,13,552
Direct,9/30/2021,1,India,9/2/2021,1002345,www.gov.in,9/1/2021,M3,13,421,26,17,47,13,552
Direct,9/30/2021,1,India,9/25/2021,1002345,www.gov.in,9/1/2021,M3,3,412,20,7,70,14,569
Direct,9/30/2021,1,India,9/17/2021,1002345,www.gov.in,9/1/2021,M3,12,407,23,11,38,14,569
Direct,9/30/2021,1,India,9/5/2021,1002345,www.gov.in,9/1/2021,M3,13,420,28,10,81,14,558
Direct,9/30/2021,1,India,9/21/2021,1002345,www.gov.in,9/1/2021,M3,10,430,20,1,46,15,566
Direct,9/30/2021,1,India,9/11/2021,1002345,www.gov.in,9/1/2021,M3,10,414,39,2,36,15,579
Direct,10/31/2021,1,India,10/7/2021,1002345,www.gov.in,10/1/2021,M2,1,404,29,13,75,1,577
Direct,10/31/2021,1,India,10/8/2021,1002345,www.gov.in,10/1/2021,M2,5,417,32,14,36,1,551
Direct,10/31/2021,1,India,10/1/2021,1002345,www.gov.in,10/1/2021,M2,9,403,32,5,64,1,559
Direct,10/31/2021,1,India,10/26/2021,1002345,www.gov.in,10/1/2021,M2,6,417,34,12,81,2,568
Direct,10/31/2021,1,India,10/28/2021,1002345,www.gov.in,10/1/2021,M2,10,410,34,11,73,2,562
Direct,10/31/2021,1,India,10/20/2021,1002345,www.gov.in,10/1/2021,M2,4,427,25,6,60,4,572
Direct,10/31/2021,1,India,10/14/2021,1002345,www.gov.in,10/1/2021,M2,6,407,25,1,40,6,574
Direct,10/31/2021,1,India,10/17/2021,1002345,www.gov.in,10/1/2021,M2,7,421,26,2,42,6,558
Direct,10/31/2021,1,India,10/8/2021,1002345,www.gov.in,10/1/2021,M2,8,430,33,2,94,7,575
Direct,10/31/2021,1,India,10/26/2021,1002345,www.gov.in,10/1/2021,M2,5,422,26,13,100,8,569
Direct,10/31/2021,1,India,10/3/2021,1002345,www.gov.in,10/1/2021,M2,4,430,31,13,97,12,579
Direct,10/31/2021,1,India,10/25/2021,1002345,www.gov.in,10/1/2021,M2,9,427,24,9,45,12,560
Direct,10/31/2021,1,India,10/17/2021,1002345,www.gov.in,10/1/2021,M2,13,425,37,12,79,13,567
Direct,10/31/2021,1,India,10/21/2021,1002345,www.gov.in,10/1/2021,M2,1,424,29,10,52,14,550
Direct,10/31/2021,1,India,10/17/2021,1002345,www.gov.in,10/1/2021,M2,9,422,21,4,91,15,573
Direct,10/31/2021,1,India,10/6/2021,1002345,www.gov.in,10/1/2021,M2,9,422,37,6,48,15,550
Direct,11/30/2021,1,India,11/17/2021,1002345,www.gov.in,11/1/2021,M1,1,409,22,9,94,1,569
Direct,11/30/2021,1,India,11/20/2021,1002345,www.gov.in,11/1/2021,M1,4,425,25,7,92,2,553
Direct,11/30/2021,1,India,11/13/2021,1002345,www.gov.in,11/1/2021,M1,8,402,33,16,73,4,576
Direct,11/30/2021,1,India,11/2/2021,1002345,www.gov.in,11/1/2021,M1,1,411,34,13,74,5,569
Direct,11/30/2021,1,India,11/19/2021,1002345,www.gov.in,11/1/2021,M1,15,421,25,14,41,5,560
Direct,11/30/2021,1,India,11/19/2021,1002345,www.gov.in,11/1/2021,M1,11,403,28,6,43,6,575
Direct,11/30/2021,1,India,11/22/2021,1002345,www.gov.in,11/1/2021,M1,5,422,32,7,82,7,571
Direct,11/30/2021,1,India,11/10/2021,1002345,www.gov.in,11/1/2021,M1,10,418,35,8,68,7,554
Direct,11/30/2021,1,India,11/18/2021,1002345,www.gov.in,11/1/2021,M1,1,400,34,1,80,8,569
Direct,11/30/2021,1,India,11/22/2021,1002345,www.gov.in,11/1/2021,M1,9,427,31,8,76,8,561
Direct,11/30/2021,1,India,11/22/2021,1002345,www.gov.in,11/1/2021,M1,14,409,26,8,73,8,576
Direct,11/30/2021,1,India,11/28/2021,1002345,www.gov.in,11/1/2021,M1,8,412,22,16,75,9,574
Direct,11/30/2021,1,India,11/5/2021,1002345,www.gov.in,11/1/2021,M1,9,418,23,7,38,10,570
Direct,11/30/2021,1,India,11/11/2021,1002345,www.gov.in,11/1/2021,M1,1,401,30,8,37,11,571
Direct,11/30/2021,1,India,11/26/2021,1002345,www.gov.in,11/1/2021,M1,7,407,28,15,106,12,562
Direct,11/30/2021,1,India,11/22/2021,1002345,www.gov.in,11/1/2021,M1,11,403,30,7,69,12,552
Direct,11/30/2021,1,India,11/8/2021,1002345,www.gov.in,11/1/2021,M1,4,414,22,15,107,13,567
Direct,11/30/2021,1,India,11/23/2021,1002345,www.gov.in,11/1/2021,M1,10,420,40,7,32,13,566
Direct,11/30/2021,1,India,11/21/2021,1002345,www.gov.in,11/1/2021,M1,2,429,26,9,113,14,554
Direct,12/20/2021,1,India,9/12/2021,1002345,www.gov.in,9/10/2020,LTD,3,421,24,17,60,1,551
Direct,12/20/2021,1,India,10/31/2020,1002345,www.gov.in,9/10/2020,LTD,3,409,29,17,88,1,576
Direct,12/20/2021,1,India,12/28/2020,1002345,www.gov.in,9/10/2020,LTD,4,426,22,4,31,1,553
Direct,12/20/2021,1,India,9/15/2021,1002345,www.gov.in,9/10/2020,LTD,4,405,33,6,37,1,580
Direct,12/20/2021,1,India,6/3/2021,1002345,www.gov.in,9/10/2020,LTD,5,423,33,11,113,1,566
Direct,12/20/2021,1,India,12/30/2020,1002345,www.gov.in,9/10/2020,LTD,6,420,38,17,112,1,556
Direct,12/20/2021,1,India,2/3/2021,1002345,www.gov.in,9/10/2020,LTD,7,403,33,8,69,1,577
Direct,12/20/2021,1,India,10/14/2021,1002345,www.gov.in,9/10/2020,LTD,9,425,20,7,59,1,578
Direct,12/20/2021,1,India,10/25/2020,1002345,www.gov.in,9/10/2020,LTD,9,405,24,11,72,1,557
Direct,12/20/2021,1,India,1/24/2021,1002345,www.gov.in,9/10/2020,LTD,9,427,31,18,115,1,579
Direct,12/20/2021,1,India,11/23/2021,1002345,www.gov.in,9/10/2020,LTD,10,430,34,1,77,1,578
Direct,12/20/2021,1,India,10/4/2020,1002345,www.gov.in,9/10/2020,LTD,10,406,23,16,53,1,578
Direct,12/20/2021,1,India,5/27/2021,1002345,www.gov.in,9/10/2020,LTD,10,428,32,18,95,1,550
Direct,12/20/2021,1,India,3/25/2021,1002345,www.gov.in,9/10/2020,LTD,11,412,31,3,54,1,570
Direct,12/20/2021,1,India,11/12/2020,1002345,www.gov.in,9/10/2020,LTD,13,414,28,11,78,1,550
Direct,12/20/2021,1,India,10/20/2020,1002345,www.gov.in,9/10/2020,LTD,14,429,21,6,91,1,578
Direct,12/20/2021,1,India,8/11/2021,1002345,www.gov.in,9/10/2020,LTD,15,414,35,1,107,1,556
Direct,12/20/2021,1,India,4/18/2021,1002345,www.gov.in,9/10/2020,LTD,15,406,36,6,83,1,552
Direct,12/20/2021,1,India,4/11/2021,1002345,www.gov.in,9/10/2020,LTD,16,425,37,8,94,1,552
Direct,12/20/2021,1,India,1/19/2021,1002345,www.gov.in,9/10/2020,LTD,16,403,23,13,119,1,569
Direct,12/20/2021,1,India,10/29/2020,1002345,www.gov.in,9/10/2020,LTD,2,418,34,13,68,2,563
Direct,12/20/2021,1,India,10/17/2021,1002345,www.gov.in,9/10/2020,LTD,3,411,33,2,111,2,575
Direct,12/20/2021,1,India,6/25/2021,1002345,www.gov.in,9/10/2020,LTD,3,420,35,15,117,2,555
Direct,12/20/2021,1,India,5/15/2021,1002345,www.gov.in,9/10/2020,LTD,3,403,39,15,61,2,572
Direct,12/20/2021,1,India,6/30/2021,1002345,www.gov.in,9/10/2020,LTD,4,416,27,11,76,2,571
Direct,12/20/2021,1,India,10/8/2021,1002345,www.gov.in,9/10/2020,LTD,4,421,26,17,90,2,575
Direct,12/20/2021,1,India,3/1/2021,1002345,www.gov.in,9/10/2020,LTD,4,427,23,18,57,2,572
Direct,12/20/2021,1,India,12/14/2020,1002345,www.gov.in,9/10/2020,LTD,8,414,35,1,113,2,578
Direct,12/20/2021,1,India,9/15/2020,1002345,www.gov.in,9/10/2020,LTD,8,400,25,5,91,2,561
Direct,12/20/2021,1,India,8/27/2021,1002345,www.gov.in,9/10/2020,LTD,9,417,31,4,88,2,569
Direct,12/20/2021,1,India,5/18/2021,1002345,www.gov.in,9/10/2020,LTD,10,408,28,5,58,2,550
Direct,12/20/2021,1,India,7/22/2021,1002345,www.gov.in,9/10/2020,LTD,10,415,30,5,110,2,561
Direct,12/20/2021,1,India,3/23/2021,1002345,www.gov.in,9/10/2020,LTD,12,416,36,13,78,2,574
Direct,12/20/2021,1,India,9/11/2020,1002345,www.gov.in,9/10/2020,LTD,13,424,24,6,88,2,580
Direct,12/20/2021,1,India,10/16/2020,1002345,www.gov.in,9/10/2020,LTD,14,405,27,10,102,2,552
Direct,12/20/2021,1,India,6/12/2021,1002345,www.gov.in,9/10/2020,LTD,14,423,23,16,58,2,566
Direct,12/20/2021,1,India,1/18/2021,1002345,www.gov.in,9/10/2020,LTD,15,426,29,7,30,2,551
Direct,12/20/2021,1,India,7/20/2021,1002345,www.gov.in,9/10/2020,LTD,16,409,20,6,41,2,571
Direct,12/20/2021,1,India,1/29/2021,1002345,www.gov.in,9/10/2020,LTD,1,404,31,4,45,3,575
Direct,12/20/2021,1,India,9/5/2021,1002345,www.gov.in,9/10/2020,LTD,2,405,23,5,39,3,573
Direct,12/20/2021,1,India,7/18/2021,1002345,www.gov.in,9/10/2020,LTD,3,405,34,9,81,3,579
Direct,12/20/2021,1,India,3/13/2021,1002345,www.gov.in,9/10/2020,LTD,3,405,35,9,79,3,569
Direct,12/20/2021,1,India,11/10/2020,1002345,www.gov.in,9/10/2020,LTD,4,419,26,4,88,3,580
Direct,12/20/2021,1,India,10/15/2020,1002345,www.gov.in,9/10/2020,LTD,4,416,38,4,39,3,578
Direct,12/20/2021,1,India,6/9/2021,1002345,www.gov.in,9/10/2020,LTD,5,413,29,13,106,3,569
Direct,12/20/2021,1,India,11/22/2021,1002345,www.gov.in,9/10/2020,LTD,5,406,27,16,83,3,578
Direct,12/20/2021,1,India,11/17/2021,1002345,www.gov.in,9/10/2020,LTD,6,402,27,17,103,3,577
Direct,12/20/2021,1,India,8/30/2021,1002345,www.gov.in,9/10/2020,LTD,7,414,21,4,87,3,561
Direct,12/20/2021,1,India,3/17/2021,1002345,www.gov.in,9/10/2020,LTD,7,424,34,12,81,3,567
Direct,12/20/2021,1,India,12/31/2020,1002345,www.gov.in,9/10/2020,LTD,7,410,34,14,100,3,561
Direct,12/20/2021,1,India,4/4/2021,1002345,www.gov.in,9/10/2020,LTD,7,409,28,17,69,3,576
Direct,12/20/2021,1,India,6/15/2021,1002345,www.gov.in,9/10/2020,LTD,8,427,28,2,70,3,551
Direct,12/20/2021,1,India,7/12/2021,1002345,www.gov.in,9/10/2020,LTD,8,413,38,11,30,3,558
Direct,12/20/2021,1,India,1/27/2021,1002345,www.gov.in,9/10/2020,LTD,9,422,23,3,62,3,572
Direct,12/20/2021,1,India,3/13/2021,1002345,www.gov.in,9/10/2020,LTD,10,405,37,7,116,3,553
Direct,12/20/2021,1,India,11/26/2021,1002345,www.gov.in,9/10/2020,LTD,11,402,31,9,113,3,556
Direct,12/20/2021,1,India,7/26/2021,1002345,www.gov.in,9/10/2020,LTD,11,402,28,16,107,3,559
Direct,12/20/2021,1,India,9/5/2021,1002345,www.gov.in,9/10/2020,LTD,12,414,36,2,47,3,567
Direct,12/20/2021,1,India,4/1/2021,1002345,www.gov.in,9/10/2020,LTD,12,412,22,9,57,3,552
Direct,12/20/2021,1,India,6/26/2021,1002345,www.gov.in,9/10/2020,LTD,12,404,30,11,89,3,556
Direct,12/20/2021,1,India,11/28/2021,1002345,www.gov.in,9/10/2020,LTD,13,426,20,3,99,3,556
Direct,12/20/2021,1,India,1/14/2021,1002345,www.gov.in,9/10/2020,LTD,15,411,22,7,53,3,578
Direct,12/20/2021,1,India,9/9/2021,1002345,www.gov.in,9/10/2020,LTD,16,412,31,12,95,3,553
Direct,12/20/2021,1,India,4/7/2021,1002345,www.gov.in,9/10/2020,LTD,1,405,26,5,101,4,578
Direct,12/20/2021,1,India,10/31/2020,1002345,www.gov.in,9/10/2020,LTD,1,407,21,14,45,4,570
Direct,12/20/2021,1,India,4/26/2021,1002345,www.gov.in,9/10/2020,LTD,2,413,28,16,88,4,576
Direct,12/20/2021,1,India,12/3/2021,1002345,www.gov.in,9/10/2020,LTD,2,411,20,17,75,4,566
Direct,12/20/2021,1,India,11/22/2021,1002345,www.gov.in,9/10/2020,LTD,3,425,28,8,96,4,571
Direct,12/20/2021,1,India,12/7/2021,1002345,www.gov.in,9/10/2020,LTD,4,416,40,2,38,4,566
Direct,12/20/2021,1,India,8/18/2021,1002345,www.gov.in,9/10/2020,LTD,5,403,32,14,72,4,554
Direct,12/20/2021,1,India,11/22/2020,1002345,www.gov.in,9/10/2020,LTD,8,403,36,7,30,4,570
Direct,12/20/2021,1,India,3/17/2021,1002345,www.gov.in,9/10/2020,LTD,8,403,22,10,58,4,571
Direct,12/20/2021,1,India,5/28/2021,1002345,www.gov.in,9/10/2020,LTD,8,419,27,11,92,4,562
Direct,12/20/2021,1,India,6/19/2021,1002345,www.gov.in,9/10/2020,LTD,9,416,20,10,116,4,572
Direct,12/20/2021,1,India,10/25/2021,1002345,www.gov.in,9/10/2020,LTD,14,405,40,10,116,4,565
Direct,12/20/2021,1,India,11/2/2021,1002345,www.gov.in,9/10/2020,LTD,14,410,20,12,42,4,552
Direct,12/20/2021,1,India,12/15/2021,1002345,www.gov.in,9/10/2020,LTD,15,416,38,12,74,4,559
Direct,12/20/2021,1,India,12/9/2021,1002345,www.gov.in,9/10/2020,LTD,15,421,22,17,43,4,560
Direct,12/20/2021,1,India,4/1/2021,1002345,www.gov.in,9/10/2020,LTD,16,428,26,13,58,4,576
Direct,12/20/2021,1,India,12/17/2020,1002345,www.gov.in,9/10/2020,LTD,16,404,25,17,104,4,577
Direct,12/20/2021,1,India,6/3/2021,1002345,www.gov.in,9/10/2020,LTD,1,402,27,5,35,5,564
Direct,12/20/2021,1,India,8/7/2021,1002345,www.gov.in,9/10/2020,LTD,1,403,20,16,37,5,556
